Event,Gender,Age,Age at Performance,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,COURSE_CERT_SOURCE,Comments,,,,,
5 km,F,18,18y255d,15:05,905,Rose,Cheruiyot Kosgei,KEN,7/21/76,Carlsbad 5000,Carlsbad CA USA,4/2/95,,,,,,,
5 km,F,19,19y306d,14:51,891,Tirunesh,Dibaba,ETH,6/1/85,,Carlsbad CA USA,4/3/05,,,,,,,
5 km,F,20,20y28d,14:58,898,Lydia,Cheromei Kogo,KEN,5/11/77,,Bern SUI,6/8/97,,,,,,,
5 km,F,21,21y68d,15:00,900,Buze,Diriba Kejela,ETH,2/9/94,,Boston MA USA,4/18/15,,,,,,,
5 km,F,22,22y143d,14:46,886,Meseret,Defar,ETH,11/18/83,,Carlsbad CA USA,4/9/06,,,,,,,
5 km,F,23,23y65d,14:54,894,Buze,Diriba Kejela,ETH,2/9/94,,Boston MA USA,4/15/17,,,,,,,
5 km,F,24,24y49d,14:48,888,Genzebe,Dibaba Kenini,ETH,2/8/91,Carlsbad 5000,Carlsbad CA USA,3/29/15,,,,,,,
5 km,F,25,25y158d,14:55,895,Isabella,Ochichi,KEN,10/28/79,Carlsbad 5000,Carlsbad CA USA,4/3/05,,,,,,,
5 km,F,26,26y47d,14:44,884,Sifan,Hassan,NED,1/1/93,Herculis 5K,"Monaco, MON",2/17/19,,WR,,,,,
5 km,F,27,27y259d,14:57,897,Paula,Radcliffe,ENG,12/17/73,,London ENG,9/2/01,,,,,,,
5 km,F,28,28y6d,15:10,910,Elana,Meyer,RSA,10/10/66,,Providence RI USA,10/16/94,,,,,,,
5 km,F,29,29y331d,14:47,887,Lornah,Kiplagat,NED,5/1/74,,Brunssum NED,3/28/04,,,,,,,
5 km,F,30,30y230d,14:50,890,Molly,Huddle,USA,8/31/84,,Boston MA USA,4/18/15,,,,,,,
5 km,F,31,31y185d,14:52,892,Mamitu,Daska Molisa,ETH,10/16/83,,Boston MA USA,4/18/15,,,,,,,
5 km,F,32,32y227d,14:56,896,Molly,Huddle,USA,8/31/84,,Boston MA USA,4/15/17,,,,,,,
5 km,F,33,33y161d,15:15,915,Judi,St Hilaire,USA,9/5/59,,Freeport BAH,2/13/93,,,,,,,
5 km,F,34,34y281d,15:06,906,Sonia,O'Sullivan,IRL,11/28/69,,London ENG,9/5/04,,,,,,,
5 km,F,35,35y340d,15:24,924,Elana,Meyer,RSA,10/10/66,,Providence RI USA,9/15/02,,,,,,,
5 km,F,36,36y9d,15:30,930,Uta,Pippig,USA,9/7/65,,Providence RI USA,9/16/01,,,,,,,
5 km,F,37,37y356d,15:30,930,Colleen,De Reuck,USA,4/16/64,Carlsbad 5000,Carlsbad CA USA,4/7/02,,,,,,,
5 km,F,38,38y133d,15:24,924,Mary,Slaney,USA,8/4/58,,Palm Desert CA USA,12/15/96,,,,,,,
5 km,F,39,39y46d,15:40,940,Edith,Masai,KEN,4/4/67,,Neuss GER,5/20/06,,,,,,,
5 km,F,40,40y50d,15:48,948,Colleen,De Reuck,USA,4/16/64,USATF Women's 5 km Championships,Albany NY USA,6/5/04,,,,,,,
5 km,F,41,41y276d,15:53,953,Jennifer,Rhines,USA,7/1/74,Carlsbad 5000,Carlsbad CA USA,4/3/16,,,,,,,
5 km,F,42,42y225d,15:48,948,Deena,Kastor,USA,2/14/73,,San Jose CA USA,9/27/15,,,,,,,
5 km,F,43,43y296d,16:25,985,Firiya,Sultanova,RUS,4/29/61,,Fort Myers FL USA,2/19/05,,,,,,,
5 km,F,44,44y274d,16:01,961,Firiya,Sultanova,RUS,4/29/61,,Saint Augustine FL USA,1/28/06,,,,,,,
5 km,F,45,45y275d,16:20,980,Catriona,McKiernan,IRL,11/30/69,,Dublin IRL,9/1/15,,,,,,,
5 km,F,46,46y158d,16:34,994,Tatyana,Pozdniakova,UKR,3/4/55,,Manchester NH USA,8/9/01,,,,,,,
5 km,F,47,47y157d,16:17,977,Tatyana,Pozdniakova,UKR,3/4/55,,Manchester NH USA,8/8/02,,,,,,,
5 km,F,48,48y203d,16:14,974,Linda,Somers,USA,5/7/61,Silicon Valley Turkey Trot,San Jose CA USA,11/26/09,,,,,,,
5 km,F,49,49y161d,16:29,989,Tatyana,Pozdniakova,UKR,3/4/55,,Manchester NH USA,8/12/04,,,,,,,
5 km,F,50,50y160d,16:39,999,Tatyana,Pozdniakova,UKR,3/4/55,,Manchester NH USA,8/11/05,,,,,,,
5 km,F,51,53y133d,17:04,1024,Monica,Joyce,USA,2/7/57,Plymouth YMCA Fathers Day 5K,"Plymouth, MI",6/20/10,F50-54 AR,,,,,,
5 km,F,52,52y6d,17:02,1022,Fiona,Matheson,SCO,4/25/61,,Edinburgh SCO,5/1/13,,,,,,,
5 km,F,53,53y126d,17:39,1059,Joan,Samuelson,USA,5/16/57,,Providence RI USA,9/19/10,,,,,,,
5 km,F,54,54y285d,17:48,1068,Silke,Schmidt,GER,8/7/59,,Leiden NED,5/18/14,,,,,,,
5 km,F,55,55y5d,17:57,1077,Julie,Buckley,ENG,7/8/56,,Doncaster ENG,7/13/11,,,,,,,
5 km,F,56,56y64d,17:41,1061,Fiona,Matheson,SCO,4/25/61,,Clydebank SCO,6/28/17,,,,,,,
5 km,F,57,57y187d,18:32,1112,Christine,Kennedy,USA,12/29/54,Santa Cruz Firecracker 5K,"Santa Cruz, CA",7/4/12,CA13073RS,cert from 2013,,,,,
5 km,F,58,58y38d,18:47,1127,Rose,Lambe,IRL,10/25/59,,Dublin IRL,12/2/17,,,,,,,
5 km,F,59,59y30d,18:58,1138,Daphne,Ellmore,ENG,5/22/50,,Horwich ENG,6/21/09,,,,,,,
5 km,F,60,60y2d,19:04,1144,Kathryn,Martin,USA,9/30/51,USATF Masters 5 km Championships,Syracuse NY USA,10/2/11,,official F60-64 AR,,,,,
5 km,F,61,61y95d,19:14,1154,Sabra,Harvey,USA,3/2/49,Heights Fun 5K,Houston TX USA,6/5/10,,,,,,,
5 km,F,62,62y6d,19:06,1146,Kathryn,Martin,USA,9/30/51,USATF Masters 5 km Championships,Syracuse NY USA,10/6/13,,,,,,,
5 km,F,63,63y359d,20:27,1227,Marie-Louise,Michelsohn,USA,10/8/41,Syracuse Festival of Races,Syracuse NY USA,10/2/05,,,,,,,
5 km,F,64,64y23d,19:23,1163,Angela,Copson,ENG,4/20/47,,Northampton ENG,5/13/11,,,,,,,
5 km,F,65,65y2d,19:57,1197,Kathryn,Martin,USA,9/30/51,USATF Masters 5 km Championships,Syracuse NY USA,10/2/16,,,,,,,
5 km,F,66,66y320d,20:04,1204,Janette,Stevenson,SCO,5/3/49,,Clydebank SCO,3/19/16,,,,,,,
5 km,F,67,67y38d,20:32,1232,Sabra,Harvey,USA,3/2/49,Bellaire Trolley Run 5K,"Houston, TX",4/9/16,TX07014ETM,,,,,,
5 km,F,68,68y93d,19:51,1191,Sabra,Harvey,USA,3/2/49,,Houston TX USA,6/3/17,,,,,,,
5 km,F,69,69y60d,21:24,1284,Angela,Copson,ENG,4/20/47,,Horwich ENG,6/19/16,,,,,,,
5 km,F,70,70y0d,22:03,1323,Jan,Holmquist,USA,5/18/44,Evans Run 5K,Evans Run 5K,5/18/14,Andy Carr,,,,,,
5 km,F,71,71y141d,21:49,1309,Jeannie,Rice,USA,4/14/48,John Clay 5K,"Naples, FL",9/2/19,FL15081EBM,,,,,,
5 km,F,72,,23:13,1393,Lynette,Walker,USA,,Simsbury River Run,"Simsbury, CT",4/29/12,Andy Carr,,,,,,
5 km,F,73,73y136d,22:27,1347,Jan,Holmquist,USA,5/18/44,USATF Masters 5 km Championships,Syracuse NY USA,10/1/17,,,,,,,
5 km,F,74,74y243d,23:44,1424,Libby,James,USA,7/12/36,Sharin O the Green 5K Run,"Ft Collins, CO",3/12/11,CO12036DCR,,,,,,
5 km,F,75,75y325d,23:34,1414,Libby,James,USA,7/12/36,Freihofer's Run for Women,Albany NY USA,6/2/12,,,,,,,
5 km,F,76,76y324d,23:55,1435,Libby,James,USA,7/12/36,Freihofer's Run for Women,Albany NY USA,6/1/13,Andy Carr,,,,,,
5 km,F,77,77y323d,24:16,1456,Libby,James,USA,7/12/36,Freihofer's Run for Women,Albany NY USA,5/31/14,,,,,,,
5 km,F,78,78y85d,24:00,1440,Libby,James,USA,7/12/36,USATF Masters 5 km Championships,Syracuse NY USA,10/5/14,,,,,,,
5 km,F,79,79y357d,25:13,1513,Libby,James,USA,7/12/36,Firekracker 5K,"Ft. Collins, CO",7/4/16,CO14011DCR,,,,,,
5 km,F,80,80y82d,25:11,1511,Libby,James,USA,7/12/36,USATF Masters 5 km Championships,Syracuse NY USA,10/2/16,,official F80-84 AR,,,,,
5 km,F,81,81y325d,26:49,1609,Libby,James,USA,7/12/36,Freihofer's Run for Women,Albany NY USA,6/2/18,NY15030JG,,,,,,
5 km,F,82,82y324d,29:40,1780,Libby,James,USA,7/12/36,Freihofer's Run for Women,Albany NY USA,6/1/19,NY15030JG,,,,,,
5 km,F,83,83y17d,30:10,1810,Lenore,Montgomery,CAN,5/28/30,,Vancouver BC CAN,6/14/13,,,,,,,
5 km,F,84,84y152d,31:38,1898,Anne,Clarke,USA,9/21/09,,IL,2/20/94,RRIC,,,,,,
5 km,F,85,85y3d,34:51,2091,Anne,Clarke,USA,9/21/09,Park Ridge Charity Classic,"Park Ridge, IL",9/24/94,RRIC & Andy Carr,,,,,,
5 km,F,86,86y309d,34:23,2063,Lenore,Montgomery,CAN,5/28/30,Carlsbad 5000,Carlsbad CA USA,4/2/17,,,,,,,
5 km,F,87,87y176d,38:09,2289,Leona,Lugers,USA,11/26/06,,MI,5/21/94,RRIC,,,,,,
5 km,F,88,88y237d,41:26,2486,Anne,Clarke,USA,9/21/09,Berwyn 5000,"Berwyn, IL",5/16/98,RRIC & Andy Carr,,,,,,
5 km,F,89,97y286d,41:05,2465,Kelsig,Francis,USA,,,CA,10/12/97,RRIC,,,,,,
5 km,F,90,90y150d,43:12,2592,Harriette,Thompson,USA,3/27/23,Yiason Greek Festival,"Charlotte, NC",8/24/13,NC01052PH,"cert ran out in 2011, but they still use the same course",,,,,
5 km,F,91,91y30d,42:22,2542,Harriette,Thompson,USA,3/27/23,CPCC Charlotte Skyline 5K,"Charlotte, NC",4/26/14,NC08034PH,,,,,,
5 km,F,92,92y36d,44:26,2666,Harriette,Thompson,USA,3/27/23,Run! Ballantyne 5K,"Charlotte, NC",5/2/15,NC10020PH,,,,,,
5 km,F,94,94y53d,48:55,2935,Evelyn,Tripp,USA,1/19/16,Get to the Green 5K,"Columbia, SC",3/13/10,SC09013BS,,,,,,
5 km,F,95,98y159d,1:05:08,3908,Berna,Supel,USA,,,"Washington, DC",6/7/98,RRIC,,,,,,
8 km,F,6,6y320d,35:47,2147,Ava,Johnson ,USA,8/22/10,,Belmar NJ USA,7/8/17,,5 mile,,,,,
8 km,F,7,7y234d,34:31,2071,Summer,Wilson ,USA,7/9/08,Brea Classic 8K,Brea CA USA,2/28/16,,,,,,,
8 km,F,8,8y324d,31:04,1864,Megan,Crum ,USA,8/27/07,,Olympia WA USA,7/16/16,,,,,,,
8 km,F,9,9y203d,31:06,1866,Megan,Crum ,USA,8/27/07,,Glendale AZ USA,3/18/17,,,,,,,
8 km,F,10,10y269d,35:43,2143,Hannah,Reed ,USA,3/26/04,,Bishop GA USA,12/20/14,,,,,,,
8 km,F,11,11y247d,29:21,1761,Lindsey,Scherf ,USA,9/18/86,,Spring Lake NJ USA,5/23/98,,,,,,,
8 km,F,12,12y124d,29:55,1795,Tess,vanRandtwijk ,NED,10/4/04,,Apeldoorn NED,2/5/17,,,,,,,
8 km,F,13,13y147d,29:53,1793,Camille,Napier ,USA,7/23/03,,Bishop GA USA,12/17/16,,,,,,,
8 km,F,14,14y148d,27:40,1660,Laura,Craven ,USA,12/9/64,,Columbus OH USA,5/6/79,,,,,,,
8 km,F,15,15y349d,26:10,1570,Lydia,Cheromei Kogo,KEN,5/11/77,,Portland OR USA,4/25/93,,,,,,,
8 km,F,16,16y19d,26:16,1576,Sally,Barsosio Chepkemboi,KEN,3/21/78,,Toronto ON CAN,4/9/94,,,,,,,
8 km,F,17,17y351d,25:29,1529,Gladys,Ondeyo ,KEN,5/10/75,,Portland OR USA,4/25/93,,,,,,,
8 km,F,18,18y355d,25:52,1552,Ogla,Kimaiyo Cherono,KEN,7/24/88,,Kingsport TN USA,7/14/07,,,,,,,
8 km,F,19,19y115d,25:50,1550,Hawa,Hussein Hamis,TAN,12/5/82,,Balmoral SCO,3/30/02,,,,,,,
8 km,F,20,20y266d,25:29,1529,Emily,Muge Chebet,KEN,2/18/86,,Richmond VA USA,11/11/06,,,,,,,
8 km,F,21,21y34d,24:58,1498,Buze,Diriba Kejela,ETH,2/9/94,,New Orleans LA USA,3/15/15,,,,,,,
8 km,F,22,22y285d,25:36,1536,Elizabeth,Chemweno Cheruiyot,KEN,7/13/78,,Cartaxo POR,4/24/01,,,,,,,
8 km,F,23,23y31d,25:09,1509,Lornah,Kiplagat ,NED,5/1/74,,Tilburg NED,6/1/97,,,,,,,
8 km,F,24,24y115d,24:45,1485,Paula,Radcliffe ,ENG,12/17/73,,Balmoral SCO,4/11/98,,,,,,,
8 km,F,25,25y317d,24:28,1468,Asmae,Leghzaoui ,MAR,8/30/76,,Kingsport TN USA,7/13/02,,,,,,,
8 km,F,26,26y258d,25:00,1500,Betsy,Saina ,KEN,6/30/88,,New Orleans LA USA,3/15/15,,,,,,,
8 km,F,27,27y351d,24:48,1488,Liz,McColgan ,SCO,5/24/64,,Washington DC USA,5/10/92,,,,,,,
8 km,F,28,28y317d,25:07,1507,Lynn,Jennings ,USA,7/1/60,,Washington DC USA,5/14/89,,,,,,,
8 km,F,29,29y50d,25:00,1500,Grete,Waitz ,NOR,10/1/53,,Wellington NZL,11/20/82,,,,,,,
8 km,F,30,30y145d,24:43,1483,Sonia,O'Sullivan ,IRL,11/28/69,,Balmoral SCO,4/22/00,,,,,,,
8 km,F,31,31y172d,25:03,1503,Jemima,Sumgong Chelegat,KEN,12/21/84,,New York NY USA,6/11/16,,,,,,,
8 km,F,32,32y48d,24:36,1476,Deena,Kastor ,USA,2/14/73,Shamrock Shuffle 8K,Chicago IL USA,4/3/05,,,,,,,
8 km,F,33,33y117d,25:23,1523,Judi,St Hilaire,USA,9/5/59,,New York NY USA,12/31/92,,,,,,,
8 km,F,34,34y353d,24:45,1485,Shalane,Flanagan ,USA,7/8/81,,Boston MA USA,6/26/16,,,,,,,
8 km,F,35,35y215d,25:43,1543,Lyudmila,Matveyeva ,RUS,2/1/57,,Bielefeld GER,9/4/92,,,,,,,
8 km,F,36,36y285d,24:46,1486,Edna,Kiplagat Ngeringwony,KEN,9/15/79,BAA 10k (8K split),Boston MA USA,6/26/16,,,,,,,
8 km,F,37,37y170d,26:17,1577,Elena,Vyazova ,UKR,4/18/60,,Attleboro MA USA,10/5/97,,,,,,,
8 km,F,38,38y220d,26:10,1570,Lynn,Jennings ,USA,7/1/60,,Columbia SC USA,2/6/99,,,,,,,
8 km,F,39,39y102d,25:25,1525,Gloria,Marconi ,ITA,3/31/68,,Cantagrillo ITA,7/11/07,,,,,,,
8 km,F,40,40y126d,26:19,1579,Ruth,Wysocki ,USA,3/8/57,,Newport Beach CA USA,7/12/97,,,,,,,
8 km,F,41,41y84d,26:15,1575,Lyubov,Kremlyova ,RUS,12/21/61,Shamrock 8K,Virginia Beach VA USA,3/15/03,,,,,,,
8 km,F,42,42y208d,26:09,1569,Firiya,Sultanova ,RUS,4/29/61,Philadelphia Marathon 8K,Philadelphia PA USA,11/23/03,,,,,,,
8 km,F,43,43y206d,26:37,1597,Firiya,Sultanova ,RUS,4/29/61,Philadelphia Marathon 8K,Philadelphia PA USA,11/21/04,,,,,,,
8 km,F,44,44y173d,26:26,1586,Priscilla,Welch ,USA,11/22/44,,Washington DC USA,5/14/89,,,,,,,
8 km,F,45,45y172d,26:56,1616,Priscilla,Welch ,USA,11/22/44,,Washington DC USA,5/13/90,,,,,,,
8 km,F,46,46y332d,28:19,1699,Marilyn,Arsenault ,CAN,2/14/68,,Saanichton BC CAN,1/11/15,,,,,,,
8 km,F,47,47y12d,26:58,1618,Tatyana,Pozdniakova ,UKR,3/4/55,Shamrock 8K,Virginia Beach VA USA,3/16/02,,,,,,,
8 km,F,48,48y11d,25:56,1556,Tatyana,Pozdniakova ,UKR,3/4/55,Shamrock 8K,Virginia Beach VA USA,3/15/03,,,,,,,
8 km,F,49,49y16d,26:04,1564,Tatyana,Pozdniakova ,UKR,3/4/55,Shamrock 8K,Virginia Beach VA USA,3/20/04,,,,,,,
8 km,F,50,50y15d,26:41,1601,Tatyana,Pozdniakova ,UKR,3/4/55,Shamrock 8K,Virginia Beach VA USA,3/19/05,,,,,,,
8 km,F,51,51y42d,29:08,1748,Fiona,Matheson ,SCO,4/25/61,,Edinburgh SCO,6/6/12,,,,,,,
8 km,F,52,52y69d,28:24,1704,Fiona,Matheson ,SCO,4/25/61,,Bridge of Earn SCO,7/3/13,,,,,,,
8 km,F,53,53y345d,29:47,1787,Houria,Frechou ,FRA,1/19/60,,Auch FRA,12/29/13,,,,,,,
8 km,F,54,54y66d,29:32,1772,Janette,Stevenson ,SCO,5/3/49,,Bridge of Earn SCO,7/8/03,,,,,,,
8 km,F,55,55y12d,30:42,1842,Rae,Baymiller ,USA,7/27/43,,Red Bank NJ USA,8/8/98,,,,,,,
8 km,F,56,56y74d,30:09,1809,Leslie,Black ,CAN,1/26/60,,Toronto ON CAN,4/9/16,,,,,,,
8 km,F,57,57y142d,30:42,1842,Shirley,Matson ,USA,11/7/40,Fifty-Plus 8K ,Palo Alto CA USA,3/29/98,,,,,,,
8 km,F,58,58y25d,31:36,1896,Kathryn,Martin ,USA,9/30/51,Poland Spring Marathon Kickoff 5 Mile,New York NY USA,10/25/09,,5 mile time,,,,,
8 km,F,59,59y56d,31:10,1870,Christine,Kennedy ,USA,12/29/54,USATF Masters 8 km Championships,"Brea, CA",2/23/14,CA11104RS,,,,,,
8 km,F,59,59y34d,31:32,1892,Daphne,Ellmore ,ENG,5/22/50,,Swinhope ENG,6/25/09,,,,,,,
8 km,F,60,60y55d,31:28,1888,Christine,Kennedy ,USA,12/29/54,USATF Masters 8 km Championships,Brea CA USA,2/22/15,,,,,,,
8 km,F,61,61y58d,32:18,1938,Angela,Copson ,ENG,4/20/47,,Harborough ENG,6/17/08,,,,,,,
8 km,F,62,62y104d,31:39,1899,Angela,Copson ,ENG,4/20/47,,Wellingborough ENG,8/2/09,,,,,,,
8 km,F,63,63y53d,32:20,1940,Kathryn,Martin ,USA,9/30/51,"Philidelphia Marathon, 8K","Philadelphia, PA",11/22/14,PA10036WB,,,,,,
8 km,F,64,64y326d,34:00,2040,Kathryn,Martin ,USA,9/30/51,France Run 8K,New York NY USA,8/21/16,NY15005DK,,,,,,
8 km,F,65,65y20d,33:48,2028,Sabra,Harvey ,USA,3/2/49,Law Week 8k,Houston TX USA,3/22/14,,,,,,,
8 km,F,66,66y192d,35:29,2129,June,Machala ,USA,1/1/31,,Newport Beach CA USA,7/12/97,,,,,,,
8 km,F,67,67y234d,35:27,2127,Edie,Stevenson ,USA,7/27/49,USATF Masters 8 km Championships,Virginia Beach VA USA,3/18/17,,,,,,,
8 km,F,68,68y9d,34:00,2040,Sabra,Harvey ,USA,3/2/49,,Houston TX USA,3/11/17,,,,,,,
8 km,F,69,69y154d,37:02,2222,Nancy,Rollins,USA,10/31/46,Shamrock Shuffle 8K,"Chicago, IL",4/3/16,IL14002JW,,,,,,
8 km,F,70,70y22d,36:01,2161,Angela,Copson ,ENG,4/20/47,,Blisworth ENG,5/12/17,,5 mile time,,,,,
8 km,F,71,71y83d,36:37,2197,Jan,Holmquist,USA,5/18/44,Bobby Doyle 5 Mile,Narragansett RI,8/9/15,RI13012RN,,,,,,
8 km,F,72,72y258d,39:28,2368,Louise,Gilchrist ,ENG,3/7/33,,Leeds ENG,11/20/05,,,,,,,
8 km,F,73,73y83d,37:57,2277,Louise,Gilchrist ,ENG,3/7/33,,Manchester ENG,5/29/06,,,,,,,
8 km,F,74,74y348d,38:46,2326,Hedy,Marque,USA,5/27/17,Shamrock 8K,"Alexandria, VA",5/10/92,RRIC & Andy Carr,,,,,,
8 km,F,75,75y95d,41:41,2501,Karin,Vickars ,CAN,7/10/38,,Victoria BC CAN,10/13/13,,,,,,,
8 km,F,76,76y79d,40:23,2423,Louise,Gilchrist ,ENG,3/7/33,,Sale ENG,5/25/09,,,,,,,
8 km,F,77,77y204d,43:00,2580,Betty Jean,McHugh,CAN,11/7/27,,Vancouver BC CAN,5/29/05,,,,,,,
8 km,F,78,78y95d,45:45,2745,Lenore,Montgomery ,CAN,5/28/30,,Richmond BC CAN,8/31/08,,,,,,,
