Event,Gender,Age,Age at Performance,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,COURSE_CERT_SOURCE,COMMENTS,,,,,
Mile,M,73,,5:55,355,Doug,Goodhue,,,USATF Masters 1 Mile Championships,"Flint, MI",8/21/15,,,,,,,
Mile,M,75,,6:17,377,Doug,Goodhue,,,USATF Master's 1 Mile Championships,"Flint, MI",8/25/17,,,,,,,
Mile,M,76,,6:24,384,Doug,Goodhue,,,USATF Masters 1 Mile Championships,"Flint, MI",8/24/18,,,,,,,
Mile,M,77,,6:20,380,Doug,Goodhue,,,USATF Masters 1 Mile Championships,"Flint, MI",8/23/19,,,,,,,
Mile,M,80,,7:00,420,Witold,Bialokur,,,NYRR Fifth Avenue Mile,"NEW YORK, NY",9/13/15,,,,,,,
Mile,M,81,,7:44,464,Jim,Askew,,,USATF Masters 1 Mile Championships,"Flint, MI",8/25/17,,,,,,,
Mile,M,82,,8:43,523,Christopher,Rush,,,USATF Masters 1 Mile Championships,"Flint, MI",8/24/18,,,,,,,
Mile,M,83,,9:11,551,Tom,Guldman,,,Miracle Mile,"San Rafael, CA",7/30/16,,,,,,,
Mile,M,85,,10:13,613,Jon,Desenberg,,,USATF Masters 1 Mile Championships,"Flint, MI",8/23/19,,,,,,,
Mile,M,89,,10:11,611,Lou,Lodovico,,,USATF Masters 1 Mile Championships,"Pittsburgh, PA",8/9/13,,,,,,,
Mile,M,90,,12:50,770,Nathaniel,Finestone,,,USATF Masters 1 Mile Championships,"Flint, MI",8/23/19,,,,,,,
Mile,M,92,,13:30,810,Richard,Soller,,,USATF Masters 1 Mile Championships,"Flint, MI",8/23/19,,,,,,,
5 km,M,3,3y358d,39:03,2343,Aaron,Westrip,USA,5/20/13,,Duncan SC USA,5/13/17,,,,,,,
5 km,M,4,4y140d,29:15,1755,Aaron,Westrip,USA,5/20/13,,Marietta GA USA,10/7/17,,,,,,,
5 km,M,5,5y340d,24:08,1448,James,Reed,USA,11/12/08,,Duluth GA USA,10/18/14,,,,,,,
5 km,M,6,6y95d,21:46,1306,Salvatore,Dubon,USA,9/7/10,,Oxnard CA USA,12/11/16,,,,,,,
5 km,M,7,7y365d,19:02,1142,Daniel,Skandera,USA,11/2/07,,Chico CA USA,11/1/15,,,,,,,
5 km,M,8,8y362d,18:40,1120,Daniel,Skandera,USA,11/2/07,,San Jose CA USA,10/29/16,,,,,,,
5 km,M,9,9y355d,17:53,1073,Daniel,Skandera,USA,11/2/07,,San Mateo CA USA,10/22/17,,,,,,,
5 km,M,10,10y10d,17:48,1068,William,Pluma,USA,10/28/00,,Tustin CA USA,11/7/10,,,,,,,
5 km,M,11,11y300d,16:37,997,Aidan,Cox,USA,8/2/05,,Newington NH USA,5/29/17,,,,,,,
5 km,M,12,12y239d,16:23,983,Riley,Nedrow,USA,3/17/05,,Flower Mound TX USA,11/11/17,,,,,,,
5 km,M,13,13y121d,16:12,972,Aidan,Puffer,USA,5/19/04,,Providence RI USA,9/17/17,,,,,,,
5 km,M,14,14y348d,15:07,907,Yohei,Kondo,JPN,2/28/90,,Himeji JPN,2/11/05,,,,,,,
5 km,M,15,15y304d,15:10,910,Eiji,Nakao,JPN,4/13/80,,Himeji JPN,2/11/96,,,,,,,
5 km,M,16,16y198d,13:15,795,Abraham,Cherkos Feleke,ETH,9/23/89,Carlsbad 5000,Carlsbad CA USA,4/9/06,,,,,,,
5 km,M,17,17y325d,13:14,794,Hagos,Gebrehiwit,ETH,5/11/94,Carlsbad 5000,Carlsbad CA USA,4/1/12,,,,,,,
5 km,M,18,18y179d,13:00,780,Sammy,Kipketer,KEN,9/29/81,Carlsbad 5000,Carlsbad CA USA,3/26/00,,,,,,,
5 km,M,19,19y184d,13:00,780,Sammy,Kipketer,KEN,9/29/81,Carlsbad 5000,Carlsbad CA USA,4/1/01,,,,,,,
5 km,M,20,20y34d,13:15,795,Richard,Chelimo,KEN,2/24/72,Carlsbad 5000,Carlsbad CA USA,3/29/92,,,,,,,
5 km,M,21,21y130d,13:11,791,Dejene,Gebremeskel,ETH,11/24/89,Carlsbad 5000,Carlsbad CA USA,4/3/11,,,,,,,
5 km,M,22,22y128d,13:11,791,Dejene,Gebremeskel,ETH,11/24/89,Carlsbad 5000,Carlsbad CA USA,4/1/12,,,,,,,
5 km,M,23,23y157d,12:51,800,Joshua ,Cheptegei,UGA,9/12/96,Monaco Run 5km,Monaco,2/16/20,,,,,,,
5 km,M,24,24y112d,13:10,790,Dejene,Birhanu,ETH,12/12/80,Carlsbad 5000,Carlsbad CA USA,4/3/05,,,,,,,
5 km,M,25,25y157d,13:11,791,Eliud,Kipchoge,KEN,11/5/84,Carlsbad 5000,Carlsbad CA USA,4/11/10,,,,,,,
5 km,M,26,26y149d,13:14,794,Eliud,Kipchoge,KEN,11/5/84,Carlsbad 5000,Carlsbad CA USA,4/3/11,,,,,,,
5 km,M,27,27y147d,13:14,794,Eliud,Kipchoge,KEN,11/5/84,Carlsbad 5000,Carlsbad CA USA,4/1/12,,,,,,,
5 km,M,28,28y277d,13:16,796,Paul,Koech,KEN,6/25/69,Carlsbad 5000,Carlsbad CA USA,3/29/98,,,,,,,
5 km,M,29,29y110d,13:22,802,Benjamin,True,USA,12/29/85,,Boston MA USA,4/18/15,,,,,,,
5 km,M,30,30y32d,13:27,807,Khalid,Kairouani,MAR,2/27/66,,Carlsbad CA USA,3/31/96,,,,,,,
5 km,M,31,31y107d,13:20,800,Benjamin,True,USA,12/29/85,,Boston MA USA,4/15/17,,,,,,,
5 km,M,32,32y192d,13:26,806,James,Koskei Kimutai,KEN,11/23/68,,Gardena CA USA,6/3/01,,,,,,,
5 km,M,33,33y172d,13:30,810,Doug,Padilla,USA,10/4/56,Carlsbad 5000,Carlsbad CA USA,3/25/90,,,,,,,
5 km,M,34,34y141d,13:23,803,James,Koskei Kimutai,KEN,11/23/68,Carlsbad 5000,Carlsbad CA USA,4/13/03,,,,,,,
5 km,M,35,35y17d,13:29,809,John,Kibowen,KEN,4/21/69,,Balmoral SCO,5/8/04,,,,,,,
5 km,M,36,36y72d,13:44,824,Michael,McLeod,ENG,1/25/52,,Newcastle ENG,4/6/88,,,,,,,
5 km,M,37,37y256d,13:49,829,Keith,Anderson,ENG,8/10/57,,London ENG,4/23/95,,,,,,,
5 km,M,38,38y161d,13:37,817,Wilson,Waigwa,KEN,2/15/49,Carlsbad 5000,Carlsbad CA USA,7/26/87,,,,,,,
5 km,M,39,39y282d,13:32,812,Bernard,Lagat,USA,12/12/74,,Philadelphia PA USA,9/20/14,,,,,,,
5 km,M,40,40y107d,13:40,820,Bernard,Lagat,USA,12/12/74,Carlsbad 5000,Carlsbad CA USA,3/29/15,,,,,,,
5 km,M,41,41y112d,13:38,818,Bernard,Lagat,USA,12/12/74,Carlsbad 5000,Carlsbad CA USA,4/3/16,,,,,,,
5 km,M,42,42y10d,13:55,835,John,Campbell,NZL,2/6/49,,Ft Myers FL USA,2/16/91,,,,,,,
5 km,M,43,43y22d,14:03,843,Jackson,Kipngok Yegon,KEN,8/16/60,,Providence RI USA,9/7/03,,,,,,,
5 km,M,44,44y357d,14:34,874,Doug,Bell,USA,11/20/50,,Phoenix AZ USA,11/12/95,,,,,,,
5 km,M,45,45y198d,14:29,869,Kevin,Castille,USA,3/17/72,USATF Master's 5 km Championships,Syracuse NY USA,10/1/17,,,,,,,
5 km,M,46,46y291d,14:50,890,Peter,Magill,USA,6/19/61,Carlsbad 5000,Carlsbad CA USA,4/6/08,,,,,,,
5 km,M,47,47y290d,14:45,885,Dennis,Simonaitis,USA,6/25/62,Carlsbad 5000,Carlsbad CA USA,4/11/10,,,,,,,
5 km,M,48,48y84d,14:51,891,Martin,Rees,WAL,2/28/53,,Cardiff WAL,5/23/01,,,,,,,
5 km,M,49,49y140d,14:56,896,Martin,Rees,WAL,2/28/53,,Gloucester ENG,7/18/02,,,,,,,
5 km,M,50,50y145d,15:00,900,Martin,Rees,WAL,2/28/53,,Cardiff WAL,7/23/03,,,,,,,
5 km,M,51,50y334d,15:05,905,Peter,Magill,USA,6/19/61,Magic Shoe 5K,"Corona Del Mar, CA",5/19/12,CA12054RS,,,,,,
5 km,M,52,52y125d,15:30,930,Andrew,Green,ENG,12/14/62,,Barrowford ENG,4/18/15,,,,,,,
5 km,M,53,53y142d,15:10,910,Martin,Rees,WAL,2/28/53,,Gloucester ENG,7/20/06,,,,,,,
5 km,M,54,54y141d,15:15,915,Martin,Rees,WAL,2/28/53,,Gloucester ENG,7/19/07,,,,,,,
5 km,M,55,55y139d,15:31,931,Martin,Rees,WAL,2/28/53,,Gloucester ENG,7/17/08,,,,,,,
5 km,M,56,56y205d,15:57,957,Gunther,Mielke,GER,11/30/42,,Darmstadt GER,6/23/99,,,,,,,
5 km,M,57,57y44d,16:22,982,Brian,Pilcher,USA,8/23/56,USATF Master's 5 km Championships,Syracuse NY USA,10/6/13,,,,,,,
5 km,M,58,58y205d,16:43,1003,Bob,Atkinson,ENG,2/3/58,,Lancaster ENG,8/27/16,,,,,,,
5 km,M,59,59y13d,16:21,981,Jack,Nelson,USA,8/30/39,Run By The River 5K,"Clarksville, TN",9/12/98,RRIC & Andy Carr,,,,,,
5 km,M,60,60y173d,16:08,968,Martin,Rees,WAL,2/28/53,,Sandhurst ENG,8/20/13,,,,,,,
5 km,M,61,61y159d,16:06,966,Martin,Rees,WAL,2/28/53,,Cardiff WAL,8/6/14,,,,,,,
5 km,M,62,62y81d,16:25,985,Martin,Rees,WAL,2/28/53,,Cardiff WAL,5/20/15,,,,,,,
5 km,M,63,63y114d,16:27,987,Martin,Rees,WAL,2/28/53,,Cardiff WAL,6/22/16,,,,,,,
5 km,M,64,64y361d,17:17,1037,Tom,Bernhard,USA,7/9/51,Freedom Fest 5K,Morgan Hill CA USA,7/4/16,,,,,,,
5 km,M,65,65y177d,17:24,1044,Ed,Whitlock,CAN,3/6/31,,Buffalo NY USA,8/30/96,,,,,,,
5 km,M,66,66y176d,17:24,1044,Ed,Whitlock,CAN,3/6/31,,Buffalo NY USA,8/29/97,,,,,,,
5 km,M,67,67y182d,17:23,1043,Ed,Whitlock,CAN,3/6/31,,Buffalo NY USA,9/4/98,,,,,,,
5 km,M,68,68y181d,17:39,1059,Ed,Whitlock,CAN,3/6/31,,Buffalo NY USA,9/3/99,,,,,,,
5 km,M,69,69y138d,17:34,1054,Ed,Whitlock,CAN,3/6/31,,Toronto ON CAN,7/22/00,,,,,,,
5 km,M,70,70y97d,18:01,1081,Warren,Utes,USA,6/25/20,Park Ridge Charity Classic,"Park Ridge, IL",9/30/90,M70-74 AR,,,,,,
5 km,M,71,71y325d,18:42,1122,Warren,Utes,USA,6/25/20,Berwyn 5000,"Berwyn, IL",5/16/92,RRIC & Andy Carr,,,,,,
5 km,M,72,72y176d,18:32,1112,Ed,Whitlock,CAN,3/6/31,,Buffalo NY USA,8/29/03,,,,,,,
5 km,M,73,73y132d,18:22,1102,Ed,Whitlock,CAN,3/6/31,,Toronto ON CAN,7/16/04,,,,,,,
5 km,M,74,74y131d,19:06,1146,Ed,Whitlock,CAN,3/6/31,,Toronto ON CAN,7/15/05,,,,,,,
5 km,M,75,75y130d,18:45,1125,Ed,Whitlock,CAN,3/6/31,,Toronto ON CAN,7/14/06,,,,,,,
5 km,M,76,76y102d,19:40,1180,Warren,Utes,USA,6/25/20,Alden/Norsom 5K,"Naperville, IL",10/5/96,RRIC & Andy Carr,,,,,,
5 km,M,77,77y25d,20:03,1203,Warren,Utes,USA,6/25/20,,Chicago IL USA,7/20/97,,,,,,,
5 km,M,78,,21:53,1203,Joseph,Gigante,USA,,,MA,4/9/95,RRIC,,,,,,
5 km,M,79,78y55d,22:19,1339,Charles,Rose,USA,3/6/33,CPCC Skyline 5K,"Charlotte, NC",4/30/11,NC08034PH,,,,,,
5 km,M,80,80y0d,22:14,1334,Warren,Utes,USA,6/25/20,Band On The Run 5K,"Orland Park, IL",6/25/00,Andy Carr,,,,,,
5 km,M,81,81y82d,21:59,1319,Warren,Utes,USA,6/25/20,Flossmoor Fest,"Flossmoor, IL",9/15/01,M80-84 AR,,,,,,
5 km,M,82,82y297d,23:54,1434,Stephen,Charlton,ENG,10/4/26,,Battersea ENG,7/28/09,,,,,,,
5 km,M,83,83y58d,24:22,1462,Geoffrey,Etherington,USA,12/22/28,Standown House 5K,"West Palm Beach, FL",2/18/12,FL13005EBM,certified the next year,,,,,
5 km,M,84,84y258d,25:07,1507,Stephen,Charlton,ENG,10/4/26,,Horwich ENG,6/19/11,,,,,,,
5 km,M,85,85y321d,24:57,1497,Stephen,Charlton,ENG,10/4/26,,London ENG,8/21/12,,,,,,,
5 km,M,86,86y133d,28:21,1701,Jerry,Johncock,USA,2/2/28,Brian Diemer 5K,"Cutlerville, MI",6/14/14,MI06007SH,,,,,,
5 km,M,87,87y57d,29:37,1777,Henry,Sypniewski,USA,7/7/18,Nickel City 5K,"Buffalo, NY",9/2/05,NY97026AM,,,,,,
5 km,M,88,88y203d,26:37,1597,Hugh,Campbell,USA,8/25/24,,Haddonfield NJ USA,3/16/13,,,,,,,
5 km,M,89,89y222d,32:57,1977,Robert,McKeague,USA,2/17/25,Park Ridge Charity Classic 5K,"Park Ridge, IL",9/27/14,IL09081JW,,,,,,
5 km,M,90,90y90d,33:46,2026,Henry,Sypniewski,USA,7/7/18,,Syracuse NY USA,10/5/08,,,,,,,
5 km,M,91,91y89d,38:53,2333,Henry,Sypniewski,USA,7/7/18,,Syracuse NY USA,10/4/09,,,,,,,
5 km,M,92,92y123d,40:13,2413,Henry,Sypniewski,USA,7/7/18,Bob Ivory 5k,"Buffalo, NY",11/7/10,NY09068JG,,,,,,
5 km,M,93,93y122d,45:47,2747,Henry,Sypniewski,USA,7/7/18,Bob Ivory 5k,"Buffalo, NY",11/6/11,NY09068JG,,,,,,
5 km,M,94,94y274d,43:52,2632,Roy,Englert,USA,9/11/22,,Birmingham AL USA,6/12/17,,,,,,,
5 km,M,95,95y20d,40:52,2452,Roy,Englert,USA,9/11/22,USATF Master's 5 km Championships,Syracuse NY USA,10/1/17,,,,,,,
8 km,M,5,5y212d,48:35,2915,Judah,Hall ,USA,5/21/10,,Bishop GA USA,12/19/15,,,,,,,
8 km,M,6,6y124d,41:04,2464,Charlie,Westrip ,USA,8/15/10,,Bishop GA USA,12/17/16,,,,,,,
8 km,M,7,7y127d,34:09,2049,Gavin,Clewley ,USA,7/19/10,,Carrboro NC USA,11/23/17,,,,,,,
8 km,M,8,8y193d,33:38,2018,Grattan,O'Neill ,USA,2/26/07,,Montgomery AL USA,9/7/15,,,,,,,
8 km,M,9,9y330d,31:29,1889,Zachary,Blum ,USA,3/29/05,Brea Classic 8K,Brea CA USA,2/22/15,,,,,,,
8 km,M,10,10y336d,30:30,1830,Zachary,Blum ,USA,3/29/05,Brea Classic 8K,Brea CA USA,2/28/16,,,,,,,
8 km,M,11,11y347d,30:15,1815,Reese,Vannerson ,USA,1/4/05,,Bishop GA USA,12/17/16,,,,,,,
8 km,M,12,12y74d,28:58,1738,Caleb,Hymans ,USA,2/14/05,,Fairfax VA USA,4/29/17,,,,,,,
8 km,M,13,13y105d,26:04,1564,Dan,Hennigar ,CAN,1/24/71,,Newburyport MA USA,5/9/84,,,,,,,
8 km,M,15,15y285d,22:59,1379,Daniel,Rono Kipkurgat,KEN,7/13/78,,Korschenbroich GER,4/24/94,,,,,,,
8 km,M,16,16y232d,22:06,1326,Shadrack,Kosgei ,KEN,11/24/84,,Kingsport TN USA,7/14/01,,,,,,,
8 km,M,17,17y321d,22:25,1345,Emmanuel,Chamer Mnangat,KEN,12/25/88,,Richmond VA USA,11/11/06,,,,,,,
8 km,M,18,18y71d,22:08,1328,Ismael,Kirui ,KEN,2/20/75,,Dublin IRL,5/2/93,,,,,,,
8 km,M,19,19y19d,22:04,1324,Alene,Emere Reta,ETH,6/25/82,,Kingsport TN USA,7/14/01,,,,,,,
8 km,M,20,20y230d,22:04,1324,Enock,Mitei Kipchirchir,KEN,11/26/80,,Kingsport TN USA,7/14/01,,,,,,,
8 km,M,21,21y255d,22:16,1336,Simon,Ndirangu Githuka,KEN,11/1/85,,Kingsport TN USA,7/14/07,,,,,,,
8 km,M,22,22y150d,22:04,1324,Alberto,Salazar ,USA,8/7/58,,Los Altos CA USA,1/4/81,,,,,,,
8 km,M,23,23y193d,22:04,1324,Daniel,Salel Lemashon,KEN,12/11/90,,Boston MA USA,6/22/14,,,,,,,
8 km,M,24,24y177d,22:12,1332,Sammy,Kipketer ,KEN,9/29/81,,Dallas TX USA,3/25/06,,,,,,,
8 km,M,25,25y350d,22:02,1322,Stephen,Sambu ,KEN,7/7/88,,Boston MA USA,6/22/14,,,,,,,
8 km,M,26,26y93d,22:18,1338,Abraham,Chebii Kosgei,KEN,12/23/79,,Dallas TX USA,3/25/06,,,,,,,
8 km,M,27,27y156d,22:03,1323,Peter,Githuka Mwangi,KEN,2/14/69,,Kingsport TN USA,7/20/96,,,,,,,
8 km,M,28,28y83d,22:15,1335,Simon,Sawe ,USA,3/23/69,,San Jose CA USA,6/14/97,,,,,,,
8 km,M,29,29y5d,22:14,1334,Nick,Rose ,ENG,12/30/51,,Los Altos CA USA,1/4/81,,,,,,,
8 km,M,30,30y196d,22:22,1342,Peter,Whitehead ,ENG,12/3/64,,San Jose CA USA,6/17/95,,,,,,,
8 km,M,31,31y74d,22:25,1345,John,Doherty ,IRL,7/22/61,,Attleboro MA USA,10/4/92,,,,,,,
8 km,M,32,32y258d,22:02,1322,Geoffrey,Mutai Kiprono,KEN,10/7/81,,Boston MA USA,6/22/14,,,,,,,
8 km,M,33,33y178d,22:32,1352,Dathan,Ritzenhein ,USA,12/30/82,,Boston MA USA,6/26/16,,,,,,,
8 km,M,34,34y185d,22:24,1344,Fernando,Mamede ,POR,11/1/51,,York ENG,5/4/86,,,,,,,
8 km,M,35,35y200d,22:37,1357,Gianni,Truschi ,ITA,7/30/56,,Cento ITA,2/15/92,,,,,,,
8 km,M,36,36y257d,22:23,1343,Haile,Gebreselasie ,ETH,4/18/73,,Trier GER,12/31/09,,,,,,,
8 km,M,37,37y119d,23:06,1386,Martin,Mondragon Avila,MEX,11/11/53,,San Juan PUR,3/10/91,,,,,,,
8 km,M,38,38y332d,22:56,1376,Joseph,Nzau ,KEN,4/14/50,,San Juan PUR,3/12/89,,,,,,,
8 km,M,39,39y176d,22:49,1369,Abdihakim,Abdirahman ,USA,1/1/77,,Boston MA USA,6/26/16,,,,,,,
8 km,M,40,40y82d,23:13,1393,Nick,Rose ,ENG,12/30/51,Shamrock 8K,Virginia Beach VA USA,3/21/92,,,,,,,
8 km,M,41,41y19d,22:39,1359,Giuseppe,Pambianchi ,ITA,1/27/51,,Cento ITA,2/15/92,,,,,,,
8 km,M,42,42y356d,23:42,1422,Andrey,Kuznetzov ,RUS,11/27/57,,Richmond VA USA,11/18/00,,,,,,,
8 km,M,43,43y43d,23:46,1426,John,Campbell ,NZL,2/6/49,Shamrock 8K,Virginia Beach VA USA,3/21/92,,,,,,,
8 km,M,44,44y194d,23:43,1423,Wilson,Waigwa ,KEN,2/15/49,,Maggie Valley NC USA,8/28/93,,,,,,,
8 km,M,45,45y30d,24:15,1455,Antonio,Villanueva ,MEX,7/25/40,,Maggie Valley NC USA,8/24/85,,,,,,,
8 km,M,46,46y47d,24:41,1481,Mbarak,Hussein ,USA,4/4/65,,Williamsburg VA USA,5/21/11,,,,,,,
8 km,M,47,47y268d,24:14,1454,Dennis,Simonaitis ,USA,6/25/62,Shamrock 8K,Virginia Beach VA USA,3/20/10,,,,,,,
8 km,M,48,48y272d,23:59,1439,Rod,Dixon ,NZL,7/13/50,,Wimbledon Village ENG,4/11/99,,,,,,,
8 km,M,49,49y301d,25:00,1500,Martin,Rees ,WAL,2/28/53,,Glynneath WAL,12/26/02,,,,,,,
8 km,M,50,50y9d,24:44,1484,Martin,Rees ,WAL,2/28/53,,Ruislip ENG,3/9/03,,,,,,,
8 km,M,51,51y0d,25:07,1507,Martin,Rees ,WAL,2/28/53,,Sandhurst ENG,2/28/04,,,,,,,
8 km,M,52,52y124d,25:23,1523,Jim,O'Neill ,USA,4/1/38,,Allen Park MI USA,8/3/90,,,,,,,
8 km,M,53,53y62d,25:18,1518,Martin,Rees ,WAL,2/28/53,,Cardiff WAL,5/1/06,,,,,,,
8 km,M,54,54y199d,25:43,1543,Martin,Rees ,WAL,2/28/53,,Gloucester ENG,9/15/07,,,,,,,
8 km,M,55,55y301d,26:11,1571,Martin,Rees ,WAL,2/28/53,,Glynneath WAL,12/26/08,,,,,,,
8 km,M,56,56y277d,26:40,1600,Brian,Pilcher ,USA,8/23/56,Marin Memorial Day 10K (8K split),"Kentfield, CA",5/27/13,Andy Carr,,,,,,
8 km,M,57,57y178d,26:42,1602,Jiri,Civrny ,CZE,1/19/53,,Seebach FRA,7/16/10,,,,,,,
8 km,M,58,58y183d,27:24,1644,Brian,Pilcher ,USA,8/23/56,USATF Masters 8 km Championships,Brea CA USA,2/22/15,,,,,,,
8 km,M,59,59y199d,26:31,1591,Martin,Rees ,WAL,2/28/53,,Sandhurst ENG,9/15/12,,,,,,,
8 km,M,60,60y198d,26:10,1570,Martin,Rees ,WAL,2/28/53,,Sandhurst ENG,9/14/13,,,,,,,
8 km,M,61,61y66d,27:00,1620,Martin,Rees ,WAL,2/28/53,,Cardiff WAL,5/5/14,,,,,,,
8 km,M,62,62y65d,27:05,1625,Martin,Rees ,WAL,2/28/53,,Cardiff WAL,5/4/15,,,,,,,
8 km,M,63,63y91d,27:59,1679,Ed,Whitlock ,CAN,3/6/31,,Toronto ON CAN,6/5/94,,,,,,,
8 km,M,64,64y321d,28:24,1704,Ed,Whitlock ,CAN,3/6/31,,Burlington ON CAN,1/21/96,,,,,,,
8 km,M,65,65y124d,28:36,1716,Ed,Whitlock ,CAN,3/6/31,,Toronto ON CAN,7/8/96,,,,,,,
8 km,M,66,66y104d,28:57,1737,Ed,Whitlock ,CAN,3/6/31,,Toronto ON CAN,6/18/97,,,,,,,
8 km,M,67,67y279d,29:45,1785,Clive,Davies,USA,8/17/15,Viking Classic 8K,"Portland, OR",5/22/83,RRIC & Andy Carr,,,,,,
8 km,M,68,68y323d,29:49,1789,Ed,Whitlock ,CAN,3/6/31,,Burlington ON CAN,1/23/00,,,,,,,
8 km,M,69,69y33d,30:34,1834,Ed,Whitlock ,CAN,3/6/31,,Toronto ON CAN,4/8/00,,,,,,,
8 km,M,70,70y258d,30:25,1825,Warren,Utes ,USA,6/25/20,Shamrock Shuffle,"Chicago, IL",3/10/91,M70-74 AR,,,,,,
8 km,M,71,71y261d,31:06,1866,Warren,Utes ,USA,6/25/20,Shamrock Shuffle,"Chicago, IL",3/12/92,RRIC & Andy Carr,,,,,,
8 km,M,72,72y262d,31:58,1918,Warren,Utes ,USA,6/25/20,Shamrock Shuffle,"Chicago, IL",3/14/93,,,,,,,
8 km,M,73,73y110d,32:56,1976,David,Oram ,ENG,4/7/42,,Wellingborough ENG,7/26/15,,,,,,,
8 km,M,74,74y281d,32:00,1920,Warren,Utes ,USA,6/25/20,Fifty Plus 8K,"Stanford, CA",4/2/95,RRIC & Andy Carr,,,,,,
8 km,M,75,75y9d,31:52,1912,Warren,Utes ,USA,6/25/20,,Cedar Rapids IA USA,7/4/95,,,,,,,
8 km,M,76,76y271d,33:08,1988,Warren,Utes ,USA,6/25/20,Shamrock Shuffle,Chicago IL USA,3/23/97,,,,,,,
